#Model files used:	unknown
#Model used:	TIEGCM
#Coordinates:	GDZ	sph
#utc_time	c1	c2	c3
#[s]	[R_E]	[R_E]	[R_E]
1679572588.993000	148.107239	48.276936	107.000000
1679572649.737000	153.056732	49.761620	107.000000
1679572719.635000	158.432449	50.921608	107.000000
1679572762.534000	162.452133	51.512024	107.000000
1679572832.610000	168.254883	51.995747	107.000000
1679572878.724000	172.738815	52.085705	107.000008
1679572948.745000	178.605530	51.834621	106.999992
1679572991.624000	-177.290054	51.407310	107.000000
1679573061.624000	-171.735733	50.458618	107.000000
1679573122.582000	-166.559540	49.170315	107.000000
1679573192.282000	-161.720413	47.527744	107.000000
1679573235.454000	-158.473358	46.165108	107.000000
1679573305.148000	-154.333954	44.035934	106.999992
1679573351.837000	-151.384125	42.231781	107.000000
1679573421.182000	-147.966843	39.722652	107.000000
1679573464.807000	-145.665344	37.778870	107.000000
1679573534.005000	-142.842041	34.983612	107.000000
1679573621.516000	-139.338135	30.829348	107.000000
1679573692.340000	-137.131653	27.663280	107.000008
1679573734.728000	-135.713470	25.395710	107.000008
1679573805.435000	-133.901825	22.077068	107.000000
1679573851.109000	-132.663391	19.541462	107.000000
1679573921.587000	-131.165680	16.116102	107.000000
1679573964.171000	-130.206680	13.659011	107.000000
1679574034.818000	-128.975235	10.128235	107.000000
1679574095.066000	-127.898819	6.657320	107.000000
1679574165.720000	-126.919159	3.044759	107.000000
1679574208.124000	-126.285339	0.488384	107.000008
1679574279.028000	-125.488647	-3.200298	107.000000
1679574324.376000	-124.925217	-5.952771	107.000000
1679574395.315000	-124.298630	-9.689102	107.000000
1679574437.353000	-123.902374	-12.286642	107.000000
1679574508.738000	-123.398361	-16.081272	107.000000
1679574569.143000	-122.991180	-19.743431	107.000000
1679574638.776000	-122.656860	-23.471571	107.000000
1679574681.858000	-122.465683	-26.163345	107.000000
1679574752.007000	-122.268677	-29.941965	107.000008
1679574797.768000	-122.176361	-32.792568	107.000000
1679574868.565000	-122.142273	-36.623489	107.000000
1679574911.292000	-122.176819	-39.309502	107.000000
1679574980.642000	-122.319031	-43.060570	107.000000
1679575041.796000	-122.587143	-46.804283	107.000000
1679575111.767000	-123.015060	-50.587868	106.999992
1679575154.275000	-123.446350	-53.256409	107.000000
1679575224.929000	-124.255173	-57.065086	107.000000
1679575270.269000	-125.070435	-59.881504	107.000000
1679575341.401000	-126.556320	-63.688324	107.000000
1679575383.700000	-127.930786	-66.299728	107.000000
1679575453.278000	-130.629852	-69.943733	107.000000
1679575585.714000	-141.646805	-77.212128	107.000000
1679575655.736000	-153.078339	-80.323006	107.000000
1679575698.070000	-166.242508	-82.111748	107.000000
1679575768.287000	164.806824	-83.438660	107.000000
1679575814.206000	140.279984	-83.057404	107.000000
1679575884.387000	116.868431	-80.973907	107.000000
1679575926.778000	106.822571	-78.934746	107.000000
1679575996.865000	98.036583	-75.634056	107.000000
1679576057.687000	92.815620	-72.176964	107.000000
1679576127.428000	89.384964	-68.565926	107.000000
1679576170.229000	87.643646	-65.942406	107.000000
1679576239.716000	85.852280	-62.253593	107.000008
1679576286.670000	84.813911	-59.350864	107.000000
1679576355.499000	83.846413	-55.656151	107.000000
1679576398.464000	83.311707	-52.964615	107.000000
1679576468.852000	82.763855	-49.164722	107.000000
1679576529.348000	82.395325	-45.446800	107.000000
1679576599.230000	82.180939	-41.676823	107.000000
1679576642.591000	82.083763	-38.948013	107.000000
1679576711.614000	82.069885	-35.226227	107.000000
1679576757.918000	82.106377	-32.326382	106.999992
1679576828.471000	82.254349	-28.528431	107.000000
1679576871.381000	82.405273	-25.839930	107.000000
1679576941.150000	82.694191	-22.096214	107.000008
1679577002.288000	83.049957	-18.380306	107.000000
1679577071.699000	83.495010	-14.691135	107.000000
1679577114.804000	83.859100	-12.017334	107.000000
1679577185.664000	84.451958	-8.280263	107.000000
1679577231.034000	84.945023	-5.512486	107.000000
1679577301.849000	85.695877	-1.812799	107.000000
1679577344.532000	86.276817	0.774086	107.000008
1679577415.175000	87.199814	4.405768	107.000000
1679577502.141000	88.641899	9.342146	107.000000
1679577572.515000	89.846298	12.867437	107.000000
1679577615.244000	90.777748	15.337223	107.000000
1679577685.709000	92.239151	18.778225	107.000000
1679577731.439000	93.443466	21.328800	107.000000
1679577802.036000	95.227051	24.652767	107.000000
1679577844.457000	96.591003	26.939489	107.000000
1679577915.295000	98.755676	30.124237	107.000000
1679577975.151000	101.085297	33.080051	107.000000
1679578046.266000	103.796257	36.045238	107.000000
1679578089.022000	105.890831	38.030594	107.000008
1679578158.350000	109.091858	40.651199	107.000000
1679578205.105000	111.837593	42.572693	107.000000
1679578274.619000	115.721581	44.839500	107.000000
1679578317.776000	118.777863	46.328995	107.000000
1679578387.683000	123.381989	48.160072	107.000000
1679578448.589000	128.323883	49.666260	107.000000
1679578518.499000	133.672791	50.845543	107.000000
1679578561.425000	137.678558	51.464828	107.000000
1679578631.469000	143.471375	51.971794	107.000000
1679578677.572000	147.955750	52.089867	107.000000
1679578747.580000	153.829880	51.864182	107.000000
1679578790.510000	157.941010	51.458168	107.000000
1679578860.564000	163.509109	50.526394	107.000000
1679578921.472000	168.711884	49.267548	107.000000
1679578991.039000	173.574097	47.658813	107.000000
1679579034.412000	176.844131	46.296841	107.000000
1679579103.974000	-178.989059	44.194145	107.000000
1679579150.862000	-176.011932	42.394135	107.000000
1679579220.085000	-172.573532	39.899841	107.000000
1679579263.800000	-170.254669	37.958382	107.000000
1679579332.896000	-167.412140	35.180328	107.000000
1679579420.467000	-163.884094	31.034998	107.000000
1679579491.171000	-161.659363	27.880116	107.000000
1679579533.639000	-160.234222	25.615814	107.000000
1679579604.221000	-158.402863	22.310749	107.000000
1679579650.074000	-157.142624	19.776873	107.000000
1679579720.400000	-155.651978	16.353519	107.000000
1679579763.189000	-154.675217	13.894711	107.000000
1679579833.586000	-153.439850	10.374815	107.000000
1679579894.039000	-152.352478	6.903469	106.999992
1679579964.519000	-151.366425	3.292967	107.000000
1679580007.117000	-150.728195	0.729683	107.000000
1679580077.808000	-149.910492	-2.937058	107.000000
1679580123.315000	-149.371750	-5.698725	107.000000
1679580194.142000	-148.719589	-9.429121	107.000000
1679580236.305000	-148.324966	-12.034111	107.000000
1679580307.589000	-147.814819	-15.820740	107.000000
1679580368.032000	-147.402283	-19.484627	107.000000
1679580437.549000	-147.054810	-23.201616	107.000008
1679580480.653000	-146.869415	-25.899849	107.000000
1679580550.793000	-146.662048	-29.671444	107.000000
1679580596.604000	-146.571259	-32.533073	107.000000
1679580667.271000	-146.527222	-36.347778	106.999992
1679580710.089000	-146.546173	-39.043312	107.000000
1679580779.305000	-146.687225	-42.783318	106.999992
1679580840.434000	-146.952209	-46.528641	107.000000
1679580910.325000	-147.365936	-50.306675	107.000000
1679580952.721000	-147.780823	-52.972878	106.999992
1679581023.310000	-148.573364	-56.774048	107.000000
1679581068.568000	-149.362732	-59.591782	107.000000
1679581139.586000	-150.807419	-63.389900	107.000000
1679581181.786000	-152.150146	-65.996704	107.000000
1679581251.168000	-154.724030	-69.639915	107.000000
1679581338.871000	-160.675629	-74.615463	106.999992
1679581408.638000	-168.172226	-77.975098	107.000000
1679581451.072000	-176.542892	-80.148643	107.000000
1679581521.082000	163.605087	-82.577095	107.000000
1679581567.089000	140.716339	-83.444221	107.000000
1679581637.156000	109.310623	-82.696350	107.000000
1679581679.517000	93.564148	-81.153564	107.000000
1679581749.572000	79.979393	-78.198135	107.000000
1679581810.299000	72.307243	-74.898849	107.000000
1679581880.122000	67.542252	-71.363548	106.999992
1679581922.922000	65.153160	-68.778221	107.000000
1679581992.328000	62.795395	-65.123253	107.000000
1679582039.230000	61.449059	-62.243305	107.000000
1679582108.303000	60.190384	-58.549961	107.000000
1679582151.107000	59.491550	-55.869785	107.000000
1679582221.639000	58.773735	-52.064690	107.000000
1679582282.170000	58.273079	-48.357853	107.000000
1679582352.008000	57.953804	-44.587189	107.000000
1679582395.120000	57.796722	-41.872066	107.000000
1679582464.428000	57.698193	-38.130531	107.000000
1679582510.636000	57.682030	-35.239693	107.000000
1679582581.208000	57.756748	-31.430908	107.000000
1679582623.831000	57.856964	-28.751953	107.000000
1679582693.872000	58.085548	-24.988417	107.000000
1679582754.990000	58.378895	-21.268787	107.000000
1679582824.298000	58.760559	-17.567156	107.000000
1679582868.072000	59.086384	-14.855167	107.000000
1679582936.944000	59.596420	-11.204712	107.000000
1679582983.498000	60.050659	-8.353786	107.000000
1679583053.885000	60.726852	-4.660303	107.000000
1679583096.613000	61.256481	-2.058969	107.000000
1679583166.994000	62.096481	1.589383	107.000000
1679583254.125000	63.414326	6.567974	107.000000
1679583324.342000	64.516556	10.120817	106.999992
1679583367.118000	65.374481	12.622902	107.000000
1679583437.527000	66.710167	16.102900	107.000000
1679583483.256000	67.817619	18.694742	107.000000
1679583553.670000	69.438652	22.070175	107.000000
1679583596.250000	70.699402	24.406120	107.000000
1679583666.857000	72.674286	27.657742	107.000000
1679583726.957000	74.805420	30.705599	107.000000
1679583797.861000	77.295036	33.760483	107.000000
1679583840.728000	79.207489	35.837467	107.000000
1679583909.871000	82.141502	38.578537	107.000000
1679583956.694000	84.665527	40.617435	107.000000
1679584026.090000	88.230927	43.054016	107.000000
1679584069.479000	91.065247	44.694199	107.000000
1679584139.034000	95.324097	46.744843	107.000000
1679584200.066000	99.967285	48.498833	107.000000
1679584269.762000	105.025703	49.952591	107.000000
1679584312.864000	108.881439	50.780098	107.000000
1679584382.696000	114.493164	51.606636	107.000000
1679584428.941000	118.934631	51.971046	107.000000
1679584498.742000	124.798569	52.073982	107.000000
1679584541.774000	128.997299	51.899433	107.000000
1679584611.628000	134.736694	51.296730	107.000000
1679584672.517000	140.170837	50.310043	107.000000
1679584742.187000	145.345673	48.964653	107.000000
1679584785.416000	148.840118	47.785740	107.000000
1679584854.914000	153.329071	45.898071	107.000000
1679584901.678000	156.537354	44.247192	107.000000
1679584970.845000	160.295807	41.928543	107.000000
1679585014.607000	162.813873	40.090343	107.000000
1679585083.592000	165.925293	37.442749	107.000000
1679585216.743000	171.484283	31.366501	107.000000
1679585285.317000	173.664017	28.322632	107.000000
1679585328.801000	175.141541	26.018658	107.000000
1679585399.177000	176.996872	22.734196	107.000000
1679585444.980000	178.262589	20.204773	107.000000
1679585515.228000	179.792084	16.803879	107.000000
1679585558.097000	-179.227234	14.340103	107.000000
1679585628.320000	-177.972549	10.839238	107.000000
1679585688.776000	-176.875961	7.366203	107.000000
1679585759.078000	-175.869751	3.772966	107.000000
1679585801.802000	-175.218552	1.210621	107.000000
1679585872.255000	-174.400833	-2.448532	107.000000
1679585917.821000	-173.846100	-5.210954	107.000000
1679585988.532000	-173.180679	-8.925177	107.000000
1679586030.727000	-172.775925	-11.527965	107.000000
1679586101.860000	-172.254364	-15.304832	107.000000
1679586162.446000	-171.834320	-18.972916	107.000000
1679586231.734000	-171.490173	-22.686462	107.000000
1679586274.935000	-171.282410	-25.378452	107.000000
1679586344.838000	-171.068451	-29.139687	107.000000
1679586390.785000	-170.960907	-32.006168	107.000000
1679586461.163000	-170.908539	-35.812057	107.000000
1679586504.135000	-170.926086	-38.507385	106.999992
1679586573.203000	-171.048035	-42.244568	107.000000
1679586634.576000	-171.283264	-45.999023	107.000000
1679586704.218000	-171.678955	-49.762169	107.000000
1679586746.778000	-172.077423	-52.438004	107.000000
1679586817.116000	-172.820404	-56.233761	107.000000
1679586862.593000	-173.588379	-59.054955	107.000000
1679586933.377000	-174.946411	-62.845779	107.000000
1679586975.836000	-176.230621	-65.472626	107.000000
1679587044.972000	-178.685318	-69.108322	107.000000
1679587132.936000	175.721115	-74.121040	107.000000
1679587202.699000	168.778473	-77.515320	107.000008
1679587245.224000	161.019394	-79.736046	107.000000
1679587315.225000	142.746994	-82.306244	107.000000
1679587361.267000	121.001938	-83.367317	107.000000
1679587431.550000	88.676590	-82.914413	107.000000
1679587473.651000	71.873802	-81.504181	107.000000
1679587543.841000	57.058823	-78.632881	107.000000
1679587604.706000	48.769112	-75.366318	107.000000
1679587674.337000	43.694622	-71.862053	106.999992
1679587716.979000	41.201317	-69.295410	107.000000
1679587786.443000	38.698677	-65.641991	107.000000
1679587833.316000	37.293793	-62.769745	107.000000
1679587902.277000	35.968086	-59.081860	107.000000
1679587945.216000	35.223274	-56.398651	107.000000
1679588015.607000	34.476101	-52.604065	107.000000
1679588076.234000	33.948872	-48.890472	107.000000
1679588145.940000	33.614754	-45.125408	107.000000
1679588189.172000	33.439342	-42.405716	107.000000
1679588258.286000	33.320103	-38.674801	107.000000
1679588304.729000	33.291908	-35.770557	107.000000
1679588375.166000	33.356979	-31.966293	107.000000
1679588417.852000	33.452606	-29.283882	107.000000
1679588487.754000	33.665016	-25.523041	107.000000
1679588549.006000	33.956036	-21.794338	107.000000
1679588618.174000	34.323902	-18.095829	107.000000
1679588662.078000	34.636803	-15.378281	107.000000
1679588730.936000	35.140343	-11.729280	107.000000
1679588777.344000	35.579090	-8.879754	107.000000
1679588848.030000	36.249905	-5.172486	107.000000
1679588890.738000	36.764542	-2.568944	107.000000
1679588961.116000	37.585907	1.085998	107.000000
1679589048.281000	38.885662	6.074522	107.000000
1679589118.526000	39.973179	9.636140	107.000000
1679589161.443000	40.818913	12.147272	107.000000
1679589231.834000	42.136086	15.636534	106.999992
1679589277.589000	43.226013	18.232891	107.000000
1679589348.057000	44.831635	21.618238	107.000000
1679589390.662000	46.070244	23.963612	107.000000
1679589461.367000	48.022015	27.229813	107.000000
1679589521.259000	50.116959	30.288795	107.000000
1679589592.176000	52.547237	33.360741	107.000000
1679589635.144000	54.450241	35.449860	107.000000
1679589704.288000	57.326714	38.214191	107.000000
1679589751.040000	59.827728	40.269249	107.000000
1679589820.472000	63.330124	42.733875	107.000000
1679589863.917000	66.132515	44.395756	107.000000
1679589933.455000	70.332054	46.477528	107.000000
1679589994.682000	74.930916	48.277908	107.000000
1679590064.305000	79.936546	49.777653	107.000000
1679590107.393000	83.766823	50.641411	107.000000
1679590177.278000	89.349670	51.516853	107.000000
1679590223.572000	93.773621	51.927277	107.000000
1679590293.387000	99.633842	52.090263	107.000000
1679590336.413000	103.842316	51.952667	107.000000
1679590406.291000	109.602554	51.406433	107.000000
1679590467.101000	115.088776	50.469444	107.000000
1679590536.982000	120.305847	49.162991	107.000000
1679590580.191000	123.850082	48.020153	107.000000
1679590649.792000	128.385590	46.157471	107.000000
1679590696.241000	131.629959	44.545403	107.000000
1679590765.753000	135.444366	42.240070	106.999992
1679590809.352000	137.996948	40.425049	107.000000
1679590878.518000	141.163467	37.800022	107.000000
1679590967.046000	145.108292	33.782875	107.000000
1679591035.813000	147.508713	30.823318	107.000000
1679591079.178000	149.120087	28.582451	107.000000
1679591149.741000	151.153839	25.357967	107.000000
1679591195.454000	152.543625	22.884726	107.000000
1679591265.792000	154.206879	19.527662	107.000000
1679591308.524000	155.276657	17.104576	107.000000
1679591378.932000	156.657242	13.640452	107.000000
1679591439.405000	157.864120	10.202222	107.000008
1679591509.586000	158.959671	6.644945	106.999992
1679591552.451000	159.672424	4.097447	107.000000
1679591622.901000	160.573959	0.466391	107.000000
